Variation,v_ego,v_target,t_cut_in,t_cut_out,y_cut_in,R_cut_in
16385,44.8,10,2.34,1.5,2.7,6.5
16397,44.8,10,2.34,1.5,2.98,6.5
16398,44.8,10,2.34,1.5,3.12,1.9
16405,44.8,10,2.34,1.5,3.26,2.82
16410,44.8,10,2.34,1.5,3.4,1.9
16426,44.8,10,2.67,1,2.84,5.58
16428,44.8,10,2.67,1,2.98,1.9
16431,44.8,10,2.67,1,2.98,4.66
16440,44.8,10,2.67,1,3.26,1.9
16461,44.8,10,2.67,1.1,2.84,4.66
16482,44.8,10,2.67,1.1,3.4,1.9
16516,44.8,10,2.67,1.2,3.26,5.58
16532,44.8,10,2.67,1.3,2.84,3.74
16557,44.8,10,2.67,1.3,3.4,4.66
16567,44.8,10,2.67,1.4,2.84,2.82
16608,44.8,10,2.67,1.5,2.98,1.9
16611,44.8,10,2.67,1.5,2.98,4.66
16615,44.8,10,2.67,1.5,3.12,2.82
16625,44.8,10,2.67,1.5,3.26,6.5
16726,44.8,10,3,1.2,3.12,5.58
16727,44.8,10,3,1.2,3.12,6.5
16731,44.8,10,3,1.2,3.26,4.66
16736,44.8,10,3,1.2,3.4,3.74
16746,44.8,10,3,1.3,2.84,1.9
16759,44.8,10,3,1.3,3.12,2.82
16769,44.8,10,3,1.3,3.26,6.5
16772,44.8,10,3,1.3,3.4,3.74
16794,44.8,10,3,1.4,3.12,1.9
16821,44.8,10,3,1.5,2.84,4.66
16822,44.8,10,3,1.5,2.84,5.58
16843,44.8,10,3,1.5,3.4,2.82
16862,44.8,25.6,1.35,1,2.98,3.74
16877,44.8,25.6,1.35,1,3.26,6.5
16894,44.8,25.6,1.35,1.1,2.84,5.58
16930,44.8,25.6,1.35,1.2,2.84,5.58
16940,44.8,25.6,1.35,1.2,3.12,3.74
16946,44.8,25.6,1.35,1.2,3.26,3.74
16955,44.8,25.6,1.35,1.2,3.4,6.5
16958,44.8,25.6,1.35,1.3,2.7,3.74
16980,44.8,25.6,1.35,1.3,3.26,1.9
16983,44.8,25.6,1.35,1.3,3.26,4.66
16993,44.8,25.6,1.35,1.4,2.7,2.82
17018,44.8,25.6,1.35,1.4,3.26,3.74
17031,44.8,25.6,1.35,1.5,2.7,4.66
17039,44.8,25.6,1.35,1.5,2.84,6.5
17063,44.8,25.6,1.35,1.5,3.4,6.5
17070,44.8,25.6,1.68,1,2.84,1.9
17071,44.8,25.6,1.68,1,2.84,2.82
17092,44.8,25.6,1.68,1,3.26,5.58
17111,44.8,25.6,1.68,1.1,2.84,6.5
17132,44.8,25.6,1.68,1.1,3.4,3.74
17155,44.8,25.6,1.68,1.2,3.12,2.82
17163,44.8,25.6,1.68,1.2,3.26,4.66
17184,44.8,25.6,1.68,1.3,2.98,1.9
17185,44.8,25.6,1.68,1.3,2.98,2.82
17189,44.8,25.6,1.68,1.3,2.98,6.5
17200,44.8,25.6,1.68,1.3,3.26,5.58
17213,44.8,25.6,1.68,1.4,2.7,6.5
17229,44.8,25.6,1.68,1.4,3.12,4.66
17257,44.8,25.6,1.68,1.5,2.98,2.82
17277,44.8,25.6,1.68,1.5,3.4,4.66
17287,44.8,25.6,2.01,1,2.84,2.82
17290,44.8,25.6,2.01,1,2.84,5.58
17322,44.8,25.6,2.01,1.1,2.84,1.9
17323,44.8,25.6,2.01,1.1,2.84,2.82
17330,44.8,25.6,2.01,1.1,2.98,3.74
17342,44.8,25.6,2.01,1.1,3.26,3.74
17360,44.8,25.6,2.01,1.2,2.84,3.74
17388,44.8,25.6,2.01,1.3,2.7,1.9
17392,44.8,25.6,2.01,1.3,2.7,5.58
17394,44.8,25.6,2.01,1.3,2.84,1.9
17405,44.8,25.6,2.01,1.3,2.98,6.5
17407,44.8,25.6,2.01,1.3,3.12,2.82
17442,44.8,25.6,2.01,1.4,3.12,1.9
17443,44.8,25.6,2.01,1.4,3.12,2.82
17451,44.8,25.6,2.01,1.4,3.26,4.66
17453,44.8,25.6,2.01,1.4,3.26,6.5
17454,44.8,25.6,2.01,1.4,3.4,1.9
17475,44.8,25.6,2.01,1.5,2.98,4.66
17478,44.8,25.6,2.01,1.5,3.12,1.9
17488,44.8,25.6,2.01,1.5,3.26,5.58
17495,44.8,25.6,2.01,1.5,3.4,6.5
17499,44.8,25.6,2.34,1,2.7,4.66
17504,44.8,25.6,2.34,1,2.84,3.74
17512,44.8,25.6,2.34,1,2.98,5.58
17547,44.8,25.6,2.34,1.1,2.98,4.66
17549,44.8,25.6,2.34,1.1,2.98,6.5
17564,44.8,25.6,2.34,1.1,3.4,3.74
17565,44.8,25.6,2.34,1.1,3.4,4.66
17566,44.8,25.6,2.34,1.1,3.4,5.58
17567,44.8,25.6,2.34,1.1,3.4,6.5
17587,44.8,25.6,2.34,1.2,3.12,2.82
17590,44.8,25.6,2.34,1.2,3.12,5.58
17592,44.8,25.6,2.34,1.2,3.26,1.9
17614,44.8,25.6,2.34,1.3,2.84,5.58
17615,44.8,25.6,2.34,1.3,2.84,6.5
17622,44.8,25.6,2.34,1.3,3.12,1.9
17638,44.8,25.6,2.34,1.3,3.4,5.58
17642,44.8,25.6,2.34,1.4,2.7,3.74
17648,44.8,25.6,2.34,1.4,2.84,3.74
17650,44.8,25.6,2.34,1.4,2.84,5.58
17658,44.8,25.6,2.34,1.4,3.12,1.9
17661,44.8,25.6,2.34,1.4,3.12,4.66
17673,44.8,25.6,2.34,1.4,3.4,4.66
17674,44.8,25.6,2.34,1.4,3.4,5.58
17725,44.8,25.6,2.67,1,2.98,2.82
17729,44.8,25.6,2.67,1,2.98,6.5
17736,44.8,25.6,2.67,1,3.26,1.9
17822,44.8,25.6,2.67,1.3,2.7,3.74
17824,44.8,25.6,2.67,1.3,2.7,5.58
17834,44.8,25.6,2.67,1.3,2.98,3.74
17842,44.8,25.6,2.67,1.3,3.12,5.58
17845,44.8,25.6,2.67,1.3,3.26,2.82
17861,44.8,25.6,2.67,1.4,2.7,6.5
17879,44.8,25.6,2.67,1.4,3.12,6.5
17889,44.8,25.6,2.67,1.4,3.4,4.66
17892,44.8,25.6,2.67,1.5,2.7,1.9
17901,44.8,25.6,2.67,1.5,2.84,4.66
17914,44.8,25.6,2.67,1.5,3.12,5.58
17918,44.8,25.6,2.67,1.5,3.26,3.74
17921,44.8,25.6,2.67,1.5,3.26,6.5
17961,44.8,25.6,3,1,3.4,4.66
17980,44.8,25.6,3,1.1,2.98,5.58
18047,44.8,25.6,3,1.3,2.84,6.5
18074,44.8,25.6,3,1.4,2.7,3.74
18119,44.8,25.6,3,1.5,2.84,6.5
18140,44.8,25.6,3,1.5,3.4,3.74
18165,44.8,41.2,1.35,1,3.12,4.66
18178,44.8,41.2,1.35,1,3.4,5.58
18182,44.8,41.2,1.35,1.1,2.7,3.74
18193,44.8,41.2,1.35,1.1,2.98,2.82
18238,44.8,41.2,1.35,1.2,3.12,5.58
18243,44.8,41.2,1.35,1.2,3.26,4.66
18245,44.8,41.2,1.35,1.2,3.26,6.5
18257,44.8,41.2,1.35,1.3,2.7,6.5
18275,44.8,41.2,1.35,1.3,3.12,6.5
18277,44.8,41.2,1.35,1.3,3.26,2.82
18300,44.8,41.2,1.35,1.4,2.98,1.9
18322,44.8,41.2,1.35,1.4,3.4,5.58
18331,44.8,41.2,1.35,1.5,2.84,2.82
18333,44.8,41.2,1.35,1.5,2.84,4.66
18354,44.8,41.2,1.35,1.5,3.4,1.9
18366,44.8,41.2,1.68,1,2.84,1.9
18370,44.8,41.2,1.68,1,2.84,5.58
18432,44.8,41.2,1.68,1.2,2.7,1.9
18436,44.8,41.2,1.68,1.2,2.7,5.58
18449,44.8,41.2,1.68,1.2,2.98,6.5
18451,44.8,41.2,1.68,1.2,3.12,2.82
18457,44.8,41.2,1.68,1.2,3.26,2.82
18488,44.8,41.2,1.68,1.3,3.12,3.74
18497,44.8,41.2,1.68,1.3,3.26,6.5
18511,44.8,41.2,1.68,1.4,2.84,2.82
18526,44.8,41.2,1.68,1.4,3.12,5.58
18597,44.8,41.2,2.01,1,3.12,4.66
18617,44.8,41.2,2.01,1.1,2.7,6.5
18633,44.8,41.2,2.01,1.1,3.12,4.66
18645,44.8,41.2,2.01,1.1,3.4,4.66
18653,44.8,41.2,2.01,1.2,2.7,6.5
18679,44.8,41.2,2.01,1.2,3.4,2.82
18692,44.8,41.2,2.01,1.3,2.84,3.74
18697,44.8,41.2,2.01,1.3,2.98,2.82
18698,44.8,41.2,2.01,1.3,2.98,3.74
18709,44.8,41.2,2.01,1.3,3.26,2.82
18715,44.8,41.2,2.01,1.3,3.4,2.82
18730,44.8,41.2,2.01,1.4,2.84,5.58
18733,44.8,41.2,2.01,1.4,2.98,2.82
18748,44.8,41.2,2.01,1.4,3.26,5.58
18751,44.8,41.2,2.01,1.4,3.4,2.82
18755,44.8,41.2,2.01,1.4,3.4,6.5
18763,44.8,41.2,2.01,1.5,2.84,2.82
18766,44.8,41.2,2.01,1.5,2.84,5.58
18779,44.8,41.2,2.01,1.5,3.12,6.5
18783,44.8,41.2,2.01,1.5,3.26,4.66
18790,44.8,41.2,2.01,1.5,3.4,5.58
18795,44.8,41.2,2.34,1,2.7,4.66
18801,44.8,41.2,2.34,1,2.84,4.66
18804,44.8,41.2,2.34,1,2.98,1.9
18807,44.8,41.2,2.34,1,2.98,4.66
18841,44.8,41.2,2.34,1.1,2.98,2.82
18871,44.8,41.2,2.34,1.2,2.84,2.82
18872,44.8,41.2,2.34,1.2,2.84,3.74
18876,44.8,41.2,2.34,1.2,2.98,1.9
18886,44.8,41.2,2.34,1.2,3.12,5.58
18887,44.8,41.2,2.34,1.2,3.12,6.5
18907,44.8,41.2,2.34,1.3,2.84,2.82
18919,44.8,41.2,2.34,1.3,3.12,2.82
18927,44.8,41.2,2.34,1.3,3.26,4.66
18938,44.8,41.2,2.34,1.4,2.7,3.74
18949,44.8,41.2,2.34,1.4,2.98,2.82
18953,44.8,41.2,2.34,1.4,2.98,6.5
18965,44.8,41.2,2.34,1.4,3.26,6.5
19011,44.8,41.2,2.67,1,2.7,4.66
19145,44.8,41.2,2.67,1.3,3.26,6.5
19179,44.8,41.2,2.67,1.4,3.26,4.66
19211,44.8,41.2,2.67,1.5,3.12,6.5
19228,44.8,41.2,3,1,2.7,5.58
19260,44.8,41.2,3,1.1,2.7,1.9
19272,44.8,41.2,3,1.1,2.98,1.9
19284,44.8,41.2,3,1.1,3.26,1.9
19299,44.8,41.2,3,1.2,2.7,4.66
19315,44.8,41.2,3,1.2,3.12,2.82
19316,44.8,41.2,3,1.2,3.12,3.74
19318,44.8,41.2,3,1.2,3.12,5.58
19322,44.8,41.2,3,1.2,3.26,3.74
19332,44.8,41.2,3,1.3,2.7,1.9
19337,44.8,41.2,3,1.3,2.7,6.5
19338,44.8,41.2,3,1.3,2.84,1.9
19376,44.8,41.2,3,1.4,2.84,3.74
19379,44.8,41.2,3,1.4,2.84,6.5
19384,44.8,41.2,3,1.4,2.98,5.58
19389,44.8,41.2,3,1.4,3.12,4.66
19435,44.8,41.2,3,1.5,3.4,2.82
19464,44.8,56.8,1.35,1,3.26,1.9
19489,44.8,56.8,1.35,1.1,2.98,2.82
19501,44.8,56.8,1.35,1.1,3.26,2.82
19517,44.8,56.8,1.35,1.2,2.7,6.5
19519,44.8,56.8,1.35,1.2,2.84,2.82
19525,44.8,56.8,1.35,1.2,2.98,2.82
19543,44.8,56.8,1.35,1.2,3.4,2.82
19545,44.8,56.8,1.35,1.2,3.4,4.66
19547,44.8,56.8,1.35,1.2,3.4,6.5
19568,44.8,56.8,1.35,1.3,3.12,3.74
19577,44.8,56.8,1.35,1.3,3.26,6.5
19578,44.8,56.8,1.35,1.3,3.4,1.9
19653,44.8,56.8,1.35,1.5,3.4,4.66
19665,44.8,56.8,1.68,1,2.84,4.66
19712,44.8,56.8,1.68,1.1,3.12,3.74
19716,44.8,56.8,1.68,1.1,3.26,1.9
19733,44.8,56.8,1.68,1.2,2.7,6.5
19739,44.8,56.8,1.68,1.2,2.84,6.5
19749,44.8,56.8,1.68,1.2,3.12,4.66
19755,44.8,56.8,1.68,1.2,3.26,4.66
19775,44.8,56.8,1.68,1.3,2.84,6.5
19784,44.8,56.8,1.68,1.3,3.12,3.74
19790,44.8,56.8,1.68,1.3,3.26,3.74
19794,44.8,56.8,1.68,1.3,3.4,1.9
19809,44.8,56.8,1.68,1.4,2.84,4.66
19822,44.8,56.8,1.68,1.4,3.12,5.58
19833,44.8,56.8,1.68,1.4,3.4,4.66
19838,44.8,56.8,1.68,1.5,2.7,3.74
19840,44.8,56.8,1.68,1.5,2.7,5.58
19869,44.8,56.8,1.68,1.5,3.4,4.66
19889,44.8,56.8,2.01,1,2.98,6.5
19900,44.8,56.8,2.01,1,3.26,5.58
19937,44.8,56.8,2.01,1.1,3.26,6.5
19942,44.8,56.8,2.01,1.1,3.4,5.58
19947,44.8,56.8,2.01,1.2,2.7,4.66
19965,44.8,56.8,2.01,1.2,3.12,4.66
19966,44.8,56.8,2.01,1.2,3.12,5.58
19987,44.8,56.8,2.01,1.3,2.84,2.82
20013,44.8,56.8,2.01,1.3,3.4,4.66
20031,44.8,56.8,2.01,1.4,2.98,4.66
20039,44.8,56.8,2.01,1.4,3.12,6.5
20046,44.8,56.8,2.01,1.4,3.4,1.9
20054,44.8,56.8,2.01,1.5,2.7,3.74
20057,44.8,56.8,2.01,1.5,2.7,6.5
20066,44.8,56.8,2.01,1.5,2.98,3.74
20068,44.8,56.8,2.01,1.5,2.98,5.58
20093,44.8,56.8,2.34,1,2.7,6.5
20112,44.8,56.8,2.34,1,3.26,1.9
20124,44.8,56.8,2.34,1.1,2.7,1.9
20144,44.8,56.8,2.34,1.1,3.12,3.74
20146,44.8,56.8,2.34,1.1,3.12,5.58
20196,44.8,56.8,2.34,1.3,2.7,1.9
20203,44.8,56.8,2.34,1.3,2.84,2.82
20227,44.8,56.8,2.34,1.3,3.4,2.82
20232,44.8,56.8,2.34,1.4,2.7,1.9
20246,44.8,56.8,2.34,1.4,2.98,3.74
20282,44.8,56.8,2.34,1.5,2.98,3.74
20284,44.8,56.8,2.34,1.5,2.98,5.58
20295,44.8,56.8,2.34,1.5,3.26,4.66
20300,44.8,56.8,2.34,1.5,3.4,3.74
20303,44.8,56.8,2.34,1.5,3.4,6.5
20311,44.8,56.8,2.67,1,2.84,2.82
20314,44.8,56.8,2.67,1,2.84,5.58
20351,44.8,56.8,2.67,1.1,2.84,6.5
20390,44.8,56.8,2.67,1.2,2.98,3.74
20395,44.8,56.8,2.67,1.2,3.12,2.82
20397,44.8,56.8,2.67,1.2,3.12,4.66
20400,44.8,56.8,2.67,1.2,3.26,1.9
20406,44.8,56.8,2.67,1.2,3.4,1.9
20412,44.8,56.8,2.67,1.3,2.7,1.9
20448,44.8,56.8,2.67,1.4,2.7,1.9
20494,44.8,56.8,2.67,1.5,2.84,5.58
20498,44.8,56.8,2.67,1.5,2.98,3.74
20500,44.8,56.8,2.67,1.5,2.98,5.58
20505,44.8,56.8,2.67,1.5,3.12,4.66
20510,44.8,56.8,2.67,1.5,3.26,3.74
20526,44.8,56.8,3,1,2.84,1.9
20537,44.8,56.8,3,1,2.98,6.5
20552,44.8,56.8,3,1,3.4,3.74
20574,44.8,56.8,3,1.1,3.12,1.9
20589,44.8,56.8,3,1.1,3.4,4.66
20594,44.8,56.8,3,1.2,2.7,3.74
20595,44.8,56.8,3,1.2,2.7,4.66
20619,44.8,56.8,3,1.2,3.26,4.66
20640,44.8,56.8,3,1.3,2.98,1.9
20657,44.8,56.8,3,1.3,3.26,6.5
20658,44.8,56.8,3,1.3,3.4,1.9
20666,44.8,56.8,3,1.4,2.7,3.74
20694,44.8,56.8,3,1.4,3.4,1.9
20697,44.8,56.8,3,1.4,3.4,4.66
20705,44.8,56.8,3,1.5,2.7,6.5
20707,44.8,56.8,3,1.5,2.84,2.82
20717,44.8,56.8,3,1.5,2.98,6.5
20723,44.8,56.8,3,1.5,3.12,6.5
20747,44.8,72.4,1.35,1,2.84,6.5
20750,44.8,72.4,1.35,1,2.98,3.74
20753,44.8,72.4,1.35,1,2.98,6.5
20757,44.8,72.4,1.35,1,3.12,4.66
20785,44.8,72.4,1.35,1.1,2.98,2.82
20797,44.8,72.4,1.35,1.1,3.26,2.82
20819,44.8,72.4,1.35,1.2,2.84,6.5
20845,44.8,72.4,1.35,1.3,2.7,2.82
20857,44.8,72.4,1.35,1.3,2.98,2.82
20876,44.8,72.4,1.35,1.3,3.4,3.74
20879,44.8,72.4,1.35,1.3,3.4,6.5
20888,44.8,72.4,1.35,1.4,2.84,3.74
20921,44.8,72.4,1.35,1.5,2.7,6.5
20935,44.8,72.4,1.35,1.5,3.12,2.82
20936,44.8,72.4,1.35,1.5,3.12,3.74
20943,44.8,72.4,1.35,1.5,3.26,4.66
20945,44.8,72.4,1.35,1.5,3.26,6.5
20956,44.8,72.4,1.68,1,2.7,5.58
20965,44.8,72.4,1.68,1,2.98,2.82
20966,44.8,72.4,1.68,1,2.98,3.74
20968,44.8,72.4,1.68,1,2.98,5.58
20971,44.8,72.4,1.68,1,3.12,2.82
21013,44.8,72.4,1.68,1.1,3.26,2.82
21019,44.8,72.4,1.68,1.1,3.4,2.82
21031,44.8,72.4,1.68,1.2,2.84,2.82
21034,44.8,72.4,1.68,1.2,2.84,5.58
21035,44.8,72.4,1.68,1.2,2.84,6.5
21039,44.8,72.4,1.68,1.2,2.98,4.66
21044,44.8,72.4,1.68,1.2,3.12,3.74
21062,44.8,72.4,1.68,1.3,2.7,3.74
21065,44.8,72.4,1.68,1.3,2.7,6.5
21070,44.8,72.4,1.68,1.3,2.84,5.58
21071,44.8,72.4,1.68,1.3,2.84,6.5
21094,44.8,72.4,1.68,1.3,3.4,5.58
21113,44.8,72.4,1.68,1.4,2.98,6.5
21117,44.8,72.4,1.68,1.4,3.12,4.66
21132,44.8,72.4,1.68,1.5,2.7,1.9
21135,44.8,72.4,1.68,1.5,2.7,4.66
21160,44.8,72.4,1.68,1.5,3.26,5.58
21179,44.8,72.4,2.01,1,2.84,6.5
21188,44.8,72.4,2.01,1,3.12,3.74
21246,44.8,72.4,2.01,1.2,2.84,1.9
21269,44.8,72.4,2.01,1.2,3.26,6.5
21282,44.8,72.4,2.01,1.3,2.84,1.9
21287,44.8,72.4,2.01,1.3,2.84,6.5
21294,44.8,72.4,2.01,1.3,3.12,1.9
21326,44.8,72.4,2.01,1.4,2.98,3.74
21339,44.8,72.4,2.01,1.4,3.26,4.66
21348,44.8,72.4,2.01,1.5,2.7,1.9
21375,44.8,72.4,2.01,1.5,3.26,4.66
21436,44.8,72.4,2.34,1.1,2.98,5.58
21442,44.8,72.4,2.34,1.1,3.12,5.58
21447,44.8,72.4,2.34,1.1,3.26,4.66
21490,44.8,72.4,2.34,1.2,3.4,5.58
21498,44.8,72.4,2.34,1.3,2.84,1.9
21507,44.8,72.4,2.34,1.3,2.98,4.66
21513,44.8,72.4,2.34,1.3,3.12,4.66
21538,44.8,72.4,2.34,1.4,2.84,5.58
21557,44.8,72.4,2.34,1.4,3.26,6.5
21567,44.8,72.4,2.34,1.5,2.7,4.66
21591,44.8,72.4,2.34,1.5,3.26,4.66
21598,44.8,72.4,2.34,1.5,3.4,5.58
21631,44.8,72.4,2.67,1,3.4,2.82
21650,44.8,72.4,2.67,1.1,2.98,3.74
21654,44.8,72.4,2.67,1.1,3.12,1.9
21689,44.8,72.4,2.67,1.2,2.98,6.5
21714,44.8,72.4,2.67,1.3,2.84,1.9
21717,44.8,72.4,2.67,1.3,2.84,4.66
21724,44.8,72.4,2.67,1.3,2.98,5.58
21729,44.8,72.4,2.67,1.3,3.12,4.66
21737,44.8,72.4,2.67,1.3,3.26,6.5
21743,44.8,72.4,2.67,1.3,3.4,6.5
21754,44.8,72.4,2.67,1.4,2.84,5.58
21764,44.8,72.4,2.67,1.4,3.12,3.74
21816,44.8,72.4,3,1,2.7,1.9
21818,44.8,72.4,3,1,2.7,3.74
21839,44.8,72.4,3,1,3.12,6.5
21843,44.8,72.4,3,1,3.26,4.66
21878,44.8,72.4,3,1.1,3.26,3.74
21880,44.8,72.4,3,1.1,3.26,5.58
21903,44.8,72.4,3,1.2,2.98,4.66
21919,44.8,72.4,3,1.2,3.4,2.82
21928,44.8,72.4,3,1.3,2.7,5.58
21933,44.8,72.4,3,1.3,2.84,4.66
21947,44.8,72.4,3,1.3,3.12,6.5
22033,44.8,88,1.35,1,2.7,2.82
22035,44.8,88,1.35,1,2.7,4.66
22065,44.8,88,1.35,1,3.4,4.66
22085,44.8,88,1.35,1.1,2.98,6.5
22104,44.8,88,1.35,1.2,2.7,1.9
22112,44.8,88,1.35,1.2,2.84,3.74
22120,44.8,88,1.35,1.2,2.98,5.58
22123,44.8,88,1.35,1.2,3.12,2.82
22129,44.8,88,1.35,1.2,3.26,2.82
22130,44.8,88,1.35,1.2,3.26,3.74
22141,44.8,88,1.35,1.3,2.7,2.82
22147,44.8,88,1.35,1.3,2.84,2.82
22182,44.8,88,1.35,1.4,2.84,1.9
22192,44.8,88,1.35,1.4,2.98,5.58
22196,44.8,88,1.35,1.4,3.12,3.74
22279,44.8,88,1.68,1,3.4,2.82
22291,44.8,88,1.68,1.1,2.84,2.82
22305,44.8,88,1.68,1.1,3.12,4.66
22341,44.8,88,1.68,1.2,3.12,4.66
22366,44.8,88,1.68,1.3,2.84,5.58
22369,44.8,88,1.68,1.3,2.98,2.82
22376,44.8,88,1.68,1.3,3.12,3.74
22384,44.8,88,1.68,1.3,3.26,5.58
22391,44.8,88,1.68,1.3,3.4,6.5
22428,44.8,88,1.68,1.5,2.7,1.9
22439,44.8,88,1.68,1.5,2.84,6.5
22440,44.8,88,1.68,1.5,2.98,1.9
22448,44.8,88,1.68,1.5,3.12,3.74
22487,44.8,88,2.01,1,3.12,6.5
22495,44.8,88,2.01,1,3.4,2.82
22497,44.8,88,2.01,1,3.4,4.66
22501,44.8,88,2.01,1.1,2.7,2.82
22524,44.8,88,2.01,1.1,3.26,1.9
22528,44.8,88,2.01,1.1,3.26,5.58
22530,44.8,88,2.01,1.1,3.4,1.9
22538,44.8,88,2.01,1.2,2.7,3.74
22545,44.8,88,2.01,1.2,2.84,4.66
22587,44.8,88,2.01,1.3,2.98,4.66
22605,44.8,88,2.01,1.3,3.4,4.66
22607,44.8,88,2.01,1.3,3.4,6.5
22630,44.8,88,2.01,1.4,3.12,5.58
22633,44.8,88,2.01,1.4,3.26,2.82
22645,44.8,88,2.01,1.5,2.7,2.82
22670,44.8,88,2.01,1.5,3.26,3.74
22701,44.8,88,2.34,1,3.12,4.66
22705,44.8,88,2.34,1,3.26,2.82
22710,44.8,88,2.34,1,3.4,1.9
22723,44.8,88,2.34,1.1,2.84,2.82
22752,44.8,88,2.34,1.2,2.7,1.9
22772,44.8,88,2.34,1.2,3.12,3.74
22783,44.8,88,2.34,1.2,3.4,2.82
22786,44.8,88,2.34,1.2,3.4,5.58
22826,44.8,88,2.34,1.4,2.7,3.74
22869,44.8,88,2.34,1.5,2.84,4.66
22886,44.8,88,2.34,1.5,3.26,3.74
22887,44.8,88,2.34,1.5,3.26,4.66
22942,44.8,88,2.67,1.1,2.84,5.58
22951,44.8,88,2.67,1.1,3.12,2.82
22959,44.8,88,2.67,1.1,3.26,4.66
22983,44.8,88,2.67,1.2,2.98,4.66
23027,44.8,88,2.67,1.3,3.12,6.5
23029,44.8,88,2.67,1.3,3.26,2.82
23041,44.8,88,2.67,1.4,2.7,2.82
23046,44.8,88,2.67,1.4,2.84,1.9
23063,44.8,88,2.67,1.4,3.12,6.5
23075,44.8,88,2.67,1.4,3.4,6.5
23100,44.8,88,2.67,1.5,3.26,1.9
23116,44.8,88,3,1,2.7,5.58
23118,44.8,88,3,1,2.84,1.9
23152,44.8,88,3,1.1,2.7,5.58
23160,44.8,88,3,1.1,2.98,1.9
23166,44.8,88,3,1.1,3.12,1.9
23182,44.8,88,3,1.1,3.4,5.58
23185,44.8,88,3,1.2,2.7,2.82
23209,44.8,88,3,1.2,3.26,2.82
23217,44.8,88,3,1.2,3.4,4.66
23240,44.8,88,3,1.3,3.12,3.74
23282,44.8,88,3,1.4,3.26,3.74
23296,44.8,88,3,1.5,2.7,5.58
23309,44.8,88,3,1.5,2.98,6.5
23325,44.8,88,3,1.5,3.4,4.66
23330,56.2,10,1.35,1,2.7,3.74
23334,56.2,10,1.35,1,2.84,1.9
23352,56.2,10,1.35,1,3.26,1.9
23366,56.2,10,1.35,1.1,2.7,3.74
23426,56.2,10,1.35,1.2,3.26,3.74
23433,56.2,10,1.35,1.2,3.4,4.66
23438,56.2,10,1.35,1.3,2.7,3.74
23470,56.2,10,1.35,1.3,3.4,5.58
23495,56.2,10,1.35,1.4,3.12,6.5
23506,56.2,10,1.35,1.4,3.4,5.58
23507,56.2,10,1.35,1.4,3.4,6.5
23510,56.2,10,1.35,1.5,2.7,3.74
23551,56.2,10,1.68,1,2.84,2.82
23562,56.2,10,1.68,1,3.12,1.9
23565,56.2,10,1.68,1,3.12,4.66
23572,56.2,10,1.68,1,3.26,5.58
23573,56.2,10,1.68,1,3.26,6.5
23632,56.2,10,1.68,1.2,2.98,5.58
23653,56.2,10,1.68,1.3,2.7,2.82
23666,56.2,10,1.68,1.3,2.98,3.74
23676,56.2,10,1.68,1.3,3.26,1.9
23697,56.2,10,1.68,1.4,2.84,4.66
23701,56.2,10,1.68,1.4,2.98,2.82
23703,56.2,10,1.68,1.4,2.98,4.66
23707,56.2,10,1.68,1.4,3.12,2.82
23725,56.2,10,1.68,1.5,2.7,2.82
23737,56.2,10,1.68,1.5,2.98,2.82
23739,56.2,10,1.68,1.5,2.98,4.66
23759,56.2,10,1.68,1.5,3.4,6.5
23767,56.2,10,2.01,1,2.84,2.82
23768,56.2,10,2.01,1,2.84,3.74
23804,56.2,10,2.01,1.1,2.84,3.74
23814,56.2,10,2.01,1.1,3.12,1.9
23816,56.2,10,2.01,1.1,3.12,3.74
23817,56.2,10,2.01,1.1,3.12,4.66
23826,56.2,10,2.01,1.1,3.4,1.9
23833,56.2,10,2.01,1.2,2.7,2.82
23860,56.2,10,2.01,1.2,3.26,5.58
23868,56.2,10,2.01,1.3,2.7,1.9
23873,56.2,10,2.01,1.3,2.7,6.5
23880,56.2,10,2.01,1.3,2.98,1.9
23945,56.2,10,2.01,1.5,2.7,6.5
23965,56.2,10,2.01,1.5,3.26,2.82
23981,56.2,10,2.34,1,2.7,6.5
23995,56.2,10,2.34,1,3.12,2.82
24010,56.2,10,2.34,1,3.4,5.58
24018,56.2,10,2.34,1.1,2.84,1.9
24021,56.2,10,2.34,1.1,2.84,4.66
24046,56.2,10,2.34,1.1,3.4,5.58
24074,56.2,10,2.34,1.2,3.26,3.74
24080,56.2,10,2.34,1.2,3.4,3.74
24087,56.2,10,2.34,1.3,2.7,4.66
24105,56.2,10,2.34,1.3,3.12,4.66
24114,56.2,10,2.34,1.3,3.4,1.9
24119,56.2,10,2.34,1.3,3.4,6.5
24131,56.2,10,2.34,1.4,2.84,6.5
24141,56.2,10,2.34,1.4,3.12,4.66
24157,56.2,10,2.34,1.5,2.7,2.82
24168,56.2,10,2.34,1.5,2.98,1.9
24170,56.2,10,2.34,1.5,2.98,3.74
24171,56.2,10,2.34,1.5,2.98,4.66
24197,56.2,10,2.67,1,2.7,6.5
24203,56.2,10,2.67,1,2.84,6.5
24242,56.2,10,2.67,1.1,2.98,3.74
24252,56.2,10,2.67,1.1,3.26,1.9
24255,56.2,10,2.67,1.1,3.26,4.66
24279,56.2,10,2.67,1.2,2.98,4.66
24326,56.2,10,2.67,1.3,3.26,3.74
24327,56.2,10,2.67,1.3,3.26,4.66
24331,56.2,10,2.67,1.3,3.4,2.82
