Variation,v_ego,v_target,t_cut_in,t_cut_out,y_cut_in,R_cut_in
42395,79,41.2,2.67,1.1,3.12,6.5
42398,79,41.2,2.67,1.1,3.26,3.74
42408,79,41.2,2.67,1.2,2.7,1.9
42422,79,41.2,2.67,1.2,2.98,3.74
42433,79,41.2,2.67,1.2,3.26,2.82
42440,79,41.2,2.67,1.2,3.4,3.74
42449,79,41.2,2.67,1.3,2.7,6.5
42455,79,41.2,2.67,1.3,2.84,6.5
42475,79,41.2,2.67,1.3,3.4,2.82
42481,79,41.2,2.67,1.4,2.7,2.82
42489,79,41.2,2.67,1.4,2.84,4.66
42494,79,41.2,2.67,1.4,2.98,3.74
42524,79,41.2,2.67,1.5,2.84,3.74
42528,79,41.2,2.67,1.5,2.98,1.9
42557,79,41.2,3,1,2.7,6.5
42603,79,41.2,3,1.1,2.98,4.66
42611,79,41.2,3,1.1,3.12,6.5
42618,79,41.2,3,1.1,3.4,1.9
42637,79,41.2,3,1.2,2.98,2.82
42719,79,41.2,3,1.4,3.12,6.5
42729,79,41.2,3,1.4,3.4,4.66
42739,79,41.2,3,1.5,2.84,2.82
42755,79,41.2,3,1.5,3.12,6.5
42790,79,56.8,1.35,1,3.12,5.58
42801,79,56.8,1.35,1,3.4,4.66
42809,79,56.8,1.35,1.1,2.7,6.5
42811,79,56.8,1.35,1.1,2.84,2.82
42829,79,56.8,1.35,1.1,3.26,2.82
42838,79,56.8,1.35,1.1,3.4,5.58
42847,79,56.8,1.35,1.2,2.84,2.82
42864,79,56.8,1.35,1.2,3.26,1.9
42898,79,56.8,1.35,1.3,3.12,5.58
42909,79,56.8,1.35,1.3,3.4,4.66
42922,79,56.8,1.35,1.4,2.84,5.58
42943,79,56.8,1.35,1.4,3.4,2.82
42950,79,56.8,1.35,1.5,2.7,3.74
42951,79,56.8,1.35,1.5,2.7,4.66
42955,79,56.8,1.35,1.5,2.84,2.82
42964,79,56.8,1.35,1.5,2.98,5.58
42979,79,56.8,1.35,1.5,3.4,2.82
43003,79,56.8,1.68,1,3.12,2.82
43008,79,56.8,1.68,1,3.26,1.9
43020,79,56.8,1.68,1.1,2.7,1.9
43062,79,56.8,1.68,1.2,2.84,1.9
43076,79,56.8,1.68,1.2,3.12,3.74
43078,79,56.8,1.68,1.2,3.12,5.58
43084,79,56.8,1.68,1.2,3.26,5.58
43115,79,56.8,1.68,1.3,3.12,6.5
43117,79,56.8,1.68,1.3,3.26,2.82
43144,79,56.8,1.68,1.4,2.98,5.58
43156,79,56.8,1.68,1.4,3.26,5.58
43168,79,56.8,1.68,1.5,2.7,5.58
43222,79,56.8,2.01,1,3.12,5.58
43236,79,56.8,2.01,1.1,2.7,1.9
43243,79,56.8,2.01,1.1,2.84,2.82
43245,79,56.8,2.01,1.1,2.84,4.66
43268,79,56.8,2.01,1.1,3.4,3.74
43316,79,56.8,2.01,1.3,2.84,3.74
43360,79,56.8,2.01,1.4,2.98,5.58
43362,79,56.8,2.01,1.4,3.12,1.9
43379,79,56.8,2.01,1.4,3.4,6.5
43384,79,56.8,2.01,1.5,2.7,5.58
43385,79,56.8,2.01,1.5,2.7,6.5
43409,79,56.8,2.01,1.5,3.26,6.5
43422,79,56.8,2.34,1,2.84,1.9
43429,79,56.8,2.34,1,2.98,2.82
43438,79,56.8,2.34,1,3.12,5.58
43441,79,56.8,2.34,1,3.26,2.82
43444,79,56.8,2.34,1,3.26,5.58
43446,79,56.8,2.34,1,3.4,1.9
43456,79,56.8,2.34,1.1,2.7,5.58
43496,79,56.8,2.34,1.2,2.84,3.74
43509,79,56.8,2.34,1.2,3.12,4.66
43520,79,56.8,2.34,1.2,3.4,3.74
43592,79,56.8,2.34,1.4,3.4,3.74
43628,79,56.8,2.34,1.5,3.4,3.74
43638,79,56.8,2.67,1,2.84,1.9
43639,79,56.8,2.67,1,2.84,2.82
43664,79,56.8,2.67,1,3.4,3.74
43669,79,56.8,2.67,1.1,2.7,2.82
43713,79,56.8,2.67,1.2,2.84,4.66
43734,79,56.8,2.67,1.2,3.4,1.9
43743,79,56.8,2.67,1.3,2.7,4.66
43755,79,56.8,2.67,1.3,2.98,4.66
43776,79,56.8,2.67,1.4,2.7,1.9
43782,79,56.8,2.67,1.4,2.84,1.9
43796,79,56.8,2.67,1.4,3.12,3.74
43829,79,56.8,2.67,1.5,2.98,6.5
43830,79,56.8,2.67,1.5,3.12,1.9
43846,79,56.8,2.67,1.5,3.4,5.58
43860,79,56.8,3,1,2.98,1.9
43880,79,56.8,3,1,3.4,3.74
43887,79,56.8,3,1.1,2.7,4.66
43896,79,56.8,3,1.1,2.98,1.9
43929,79,56.8,3,1.2,2.84,4.66
43961,79,56.8,3,1.3,2.7,6.5
43966,79,56.8,3,1.3,2.84,5.58
43971,79,56.8,3,1.3,2.98,4.66
43972,79,56.8,3,1.3,2.98,5.58
43984,79,56.8,3,1.3,3.26,5.58
43987,79,56.8,3,1.3,3.4,2.82
43992,79,56.8,3,1.4,2.7,1.9
44018,79,56.8,3,1.4,3.26,3.74
44025,79,56.8,3,1.4,3.4,4.66
44036,79,56.8,3,1.5,2.84,3.74
44040,79,56.8,3,1.5,2.98,1.9
44043,79,56.8,3,1.5,2.98,4.66
44045,79,56.8,3,1.5,2.98,6.5
44063,79,56.8,3,1.5,3.4,6.5
44079,79,72.4,1.35,1,2.98,4.66
44089,79,72.4,1.35,1,3.26,2.82
44135,79,72.4,1.35,1.1,3.4,6.5
44170,79,72.4,1.35,1.2,3.4,5.58
44217,79,72.4,1.35,1.4,2.84,4.66
44221,79,72.4,1.35,1.4,2.98,2.82
44259,79,72.4,1.35,1.5,2.98,4.66
44261,79,72.4,1.35,1.5,2.98,6.5
44274,79,72.4,1.35,1.5,3.4,1.9
44291,79,72.4,1.68,1,2.84,6.5
44297,79,72.4,1.68,1,2.98,6.5
44313,79,72.4,1.68,1,3.4,4.66
44340,79,72.4,1.68,1.1,3.26,1.9
44345,79,72.4,1.68,1.1,3.26,6.5
44348,79,72.4,1.68,1.1,3.4,3.74
44378,79,72.4,1.68,1.2,3.26,3.74
44386,79,72.4,1.68,1.2,3.4,5.58
44403,79,72.4,1.68,1.3,2.98,4.66
44405,79,72.4,1.68,1.3,2.98,6.5
44417,79,72.4,1.68,1.3,3.26,6.5
44423,79,72.4,1.68,1.3,3.4,6.5
44438,79,72.4,1.68,1.4,2.98,3.74
44452,79,72.4,1.68,1.4,3.26,5.58
44472,79,72.4,1.68,1.5,2.98,1.9
44505,79,72.4,2.01,1,2.84,4.66
44509,79,72.4,2.01,1,2.98,2.82
44517,79,72.4,2.01,1,3.12,4.66
44537,79,72.4,2.01,1.1,2.7,6.5
44590,79,72.4,2.01,1.2,3.12,5.58
44593,79,72.4,2.01,1.2,3.26,2.82
44595,79,72.4,2.01,1.2,3.26,4.66
44597,79,72.4,2.01,1.2,3.26,6.5
44636,79,72.4,2.01,1.3,3.4,3.74
44639,79,72.4,2.01,1.3,3.4,6.5
44644,79,72.4,2.01,1.4,2.7,5.58
44671,79,72.4,2.01,1.4,3.4,2.82
44675,79,72.4,2.01,1.4,3.4,6.5
44683,79,72.4,2.01,1.5,2.84,2.82
44693,79,72.4,2.01,1.5,2.98,6.5
44789,79,72.4,2.34,1.2,2.7,6.5
44793,79,72.4,2.34,1.2,2.84,4.66
44797,79,72.4,2.34,1.2,2.98,2.82
44802,79,72.4,2.34,1.2,3.12,1.9
44867,79,72.4,2.34,1.4,2.84,6.5
44883,79,72.4,2.34,1.4,3.26,4.66
44889,79,72.4,2.34,1.4,3.4,4.66
44897,79,72.4,2.34,1.5,2.7,6.5
44904,79,72.4,2.34,1.5,2.98,1.9
44905,79,72.4,2.34,1.5,2.98,2.82
44910,79,72.4,2.34,1.5,3.12,1.9
44915,79,72.4,2.34,1.5,3.12,6.5
44960,79,72.4,2.67,1,3.4,3.74
44962,79,72.4,2.67,1,3.4,5.58
44977,79,72.4,2.67,1.1,2.98,2.82
45002,79,72.4,2.67,1.2,2.7,3.74
45011,79,72.4,2.67,1.2,2.84,6.5
45014,79,72.4,2.67,1.2,2.98,3.74
45059,79,72.4,2.67,1.3,3.12,6.5
45060,79,72.4,2.67,1.3,3.26,1.9
45061,79,72.4,2.67,1.3,3.26,2.82
45069,79,72.4,2.67,1.3,3.4,4.66
45081,79,72.4,2.67,1.4,2.84,4.66
45092,79,72.4,2.67,1.4,3.12,3.74
45099,79,72.4,2.67,1.4,3.26,4.66
45116,79,72.4,2.67,1.5,2.84,3.74
45124,79,72.4,2.67,1.5,2.98,5.58
45138,79,72.4,2.67,1.5,3.4,1.9
45154,79,72.4,3,1,2.84,5.58
45195,79,72.4,3,1.1,2.98,4.66
45197,79,72.4,3,1.1,2.98,6.5
45214,79,72.4,3,1.1,3.4,5.58
45222,79,72.4,3,1.2,2.84,1.9
45238,79,72.4,3,1.2,3.12,5.58
45261,79,72.4,3,1.3,2.84,4.66
45265,79,72.4,3,1.3,2.98,2.82
45278,79,72.4,3,1.3,3.26,3.74
45283,79,72.4,3,1.3,3.4,2.82
45284,79,72.4,3,1.3,3.4,3.74
45319,79,72.4,3,1.4,3.4,2.82
45352,79,72.4,3,1.5,3.26,5.58
45356,79,72.4,3,1.5,3.4,3.74
45408,79,88,1.35,1.1,2.98,1.9
45434,79,88,1.35,1.2,2.7,3.74
45446,79,88,1.35,1.2,2.98,3.74
45450,79,88,1.35,1.2,3.12,1.9
45456,79,88,1.35,1.2,3.26,1.9
45472,79,88,1.35,1.3,2.7,5.58
45482,79,88,1.35,1.3,2.98,3.74
45494,79,88,1.35,1.3,3.26,3.74
45498,79,88,1.35,1.3,3.4,1.9
45500,79,88,1.35,1.3,3.4,3.74
45518,79,88,1.35,1.4,2.98,3.74
45524,79,88,1.35,1.4,3.12,3.74
45530,79,88,1.35,1.4,3.26,3.74
45538,79,88,1.35,1.4,3.4,5.58
45562,79,88,1.35,1.5,3.12,5.58
45575,79,88,1.35,1.5,3.4,6.5
45585,79,88,1.68,1,2.84,4.66
45604,79,88,1.68,1,3.26,5.58
45608,79,88,1.68,1,3.4,3.74
45620,79,88,1.68,1.1,2.84,3.74
45666,79,88,1.68,1.2,3.12,1.9
45669,79,88,1.68,1.2,3.12,4.66
45674,79,88,1.68,1.2,3.26,3.74
45708,79,88,1.68,1.3,3.26,1.9
45726,79,88,1.68,1.4,2.84,1.9
45734,79,88,1.68,1.4,2.98,3.74
45754,79,88,1.68,1.4,3.4,5.58
45760,79,88,1.68,1.5,2.7,5.58
45761,79,88,1.68,1.5,2.7,6.5
45783,79,88,1.68,1.5,3.26,4.66
45802,79,88,2.01,1,2.84,5.58
45805,79,88,2.01,1,2.98,2.82
45857,79,88,2.01,1.1,3.26,6.5
45859,79,88,2.01,1.1,3.4,2.82
45876,79,88,2.01,1.2,2.98,1.9
45898,79,88,2.01,1.2,3.4,5.58
45899,79,88,2.01,1.2,3.4,6.5
45928,79,88,2.01,1.3,3.26,5.58
45951,79,88,2.01,1.4,2.98,4.66
45981,79,88,2.01,1.5,2.84,4.66
46019,79,88,2.34,1,2.84,6.5
46043,79,88,2.34,1,3.4,6.5
46054,79,88,2.34,1.1,2.84,5.58
46076,79,88,2.34,1.1,3.4,3.74
46087,79,88,2.34,1.2,2.84,2.82
46104,79,88,2.34,1.2,3.26,1.9
46108,79,88,2.34,1.2,3.26,5.58
46129,79,88,2.34,1.3,2.98,2.82
46163,79,88,2.34,1.4,2.84,6.5
46181,79,88,2.34,1.4,3.26,6.5
46185,79,88,2.34,1.4,3.4,4.66
46224,79,88,2.67,1,2.7,1.9
46236,79,88,2.67,1,2.98,1.9
46346,79,88,2.67,1.3,2.98,3.74
46359,79,88,2.67,1.3,3.26,4.66
46383,79,88,2.67,1.4,2.98,4.66
46386,79,88,2.67,1.4,3.12,1.9
46387,79,88,2.67,1.4,3.12,2.82
46389,79,88,2.67,1.4,3.12,4.66
46392,79,88,2.67,1.4,3.26,1.9
46424,79,88,2.67,1.5,3.12,3.74
46469,79,88,3,1,3.26,6.5
46477,79,88,3,1.1,2.7,2.82
46496,79,88,3,1.1,3.12,3.74
46499,79,88,3,1.1,3.12,6.5
46521,79,88,3,1.2,2.84,4.66
46539,79,88,3,1.2,3.26,4.66
46549,79,88,3,1.3,2.7,2.82
46551,79,88,3,1.3,2.7,4.66
46555,79,88,3,1.3,2.84,2.82
46579,79,88,3,1.3,3.4,2.82
46583,79,88,3,1.3,3.4,6.5
46591,79,88,3,1.4,2.84,2.82
46593,79,88,3,1.4,2.84,4.66
46595,79,88,3,1.4,2.84,6.5
46599,79,88,3,1.4,2.98,4.66
46600,79,88,3,1.4,2.98,5.58
46616,79,88,3,1.4,3.4,3.74
46632,79,88,3,1.5,2.98,1.9
46649,79,88,3,1.5,3.26,6.5
